variant_id,scored_interval,gene_id,gene_name,gene_type,gene_strand,junction_Start,junction_End,output_type,variant_scorer,track_name,track_strand,Assay title,ontology_curie,biosample_name,biosample_type,transcription_factor,histone_mark,gtex_tissue,raw_score,quantile_score
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",CLO:0013950 ATAC-seq,.,ATAC-seq,CLO:0013950,GM21619,cell_line,,,,0.0029706955,0.011535476
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",CLO:0014043 ATAC-seq,.,ATAC-seq,CLO:0014043,GM21717,cell_line,,,,0.0024666786,0.023067882
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",CLO:0014078 ATAC-seq,.,ATAC-seq,CLO:0014078,GM21529,cell_line,,,,0.0033199787,0.034594152
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",CLO:0014080 ATAC-seq,.,ATAC-seq,CLO:0014080,GM21528,cell_line,,,,0.005349636,0.14885359
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",CLO:0014083 ATAC-seq,.,ATAC-seq,CLO:0014083,GM21526,cell_line,,,,0.0035924911,0.057616055
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",CLO:0014097 ATAC-seq,.,ATAC-seq,CLO:0014097,GM21576,cell_line,,,,0.009120464,0.24847962
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",CLO:0014163 ATAC-seq,.,ATAC-seq,CLO:0014163,GM21447,cell_line,,,,0.011915922,0.33289418
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",CLO:0014886 ATAC-seq,.,ATAC-seq,CLO:0014886,GM21723,cell_line,,,,0.011345148,0.34311208
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",CLO:0014941 ATAC-seq,.,ATAC-seq,CLO:0014941,GM21825,cell_line,,,,0.005124092,0.10345244
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",CLO:0015884 ATAC-seq,.,ATAC-seq,CLO:0015884,GM21390,cell_line,,,,0.008933067,0.22671121
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",CLO:0015895 ATAC-seq,.,ATAC-seq,CLO:0015895,GM21381,cell_line,,,,0.014187813,0.4218197
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",CLO:0015900 ATAC-seq,.,ATAC-seq,CLO:0015900,GM21367,cell_line,,,,0.010611296,0.28066123
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",CLO:0015908 ATAC-seq,.,ATAC-seq,CLO:0015908,GM21360,cell_line,,,,0.00013065338,-0.092026785
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",CLO:0015947 ATAC-seq,.,ATAC-seq,CLO:0015947,GM21423,cell_line,,,,0.0071759224,0.17133315
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",CLO:0024877 ATAC-seq,.,ATAC-seq,CLO:0024877,GM18511,cell_line,,,,0.0039072037,0.0691056
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",CLO:0024886 ATAC-seq,.,ATAC-seq,CLO:0024886,GM18519,cell_line,,,,-0.00033259392,-0.14885359
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",CLO:0024890 ATAC-seq,.,ATAC-seq,CLO:0024890,GM18517,cell_line,,,,0.017683983,0.5286973
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",CLO:0024898 ATAC-seq,.,ATAC-seq,CLO:0024898,GM18520,cell_line,,,,0.032967806,0.71620387
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",CLO:0024919 ATAC-seq,.,ATAC-seq,CLO:0024919,GM18508,cell_line,,,,0.007958889,0.16011412
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",CLO:0024933 ATAC-seq,.,ATAC-seq,CLO:0024933,GM18499,cell_line,,,,0.0077035427,0.14885359
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",CLO:0024937 ATAC-seq,.,ATAC-seq,CLO:0024937,GM18498,cell_line,,,,0.0135855675,0.41229036
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",CLO:0025816 ATAC-seq,.,ATAC-seq,CLO:0025816,GM19035,cell_line,,,,0.014824867,0.4680602
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",CLO:0026238 ATAC-seq,.,ATAC-seq,CLO:0026238,GM18907,cell_line,,,,0.0057907104,0.14885359
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",CLO:0026245 ATAC-seq,.,ATAC-seq,CLO:0026245,GM18873,cell_line,,,,0.009925842,0.28066123
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",CLO:0026249 ATAC-seq,.,ATAC-seq,CLO:0026249,GM18870,cell_line,,,,0.0065453053,0.11485085
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",CLO:0026250 ATAC-seq,.,ATAC-seq,CLO:0026250,GM18867,cell_line,,,,0.009472609,0.3122239
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",CLO:0026253 ATAC-seq,.,ATAC-seq,CLO:0026253,GM18868,cell_line,,,,0.0051157475,0.080576845
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",CLO:0026256 ATAC-seq,.,ATAC-seq,CLO:0026256,GM18861,cell_line,,,,0.0032811165,-0.023067882
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",CLO:0026258 ATAC-seq,.,ATAC-seq,CLO:0026258,GM18858,cell_line,,,,0.0016696453,-0.0691056
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",CLO:0026782 ATAC-seq,.,ATAC-seq,CLO:0026782,GM19397,cell_line,,,,0.0008530617,-0.046111226
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",CLO:0026790 ATAC-seq,.,ATAC-seq,CLO:0026790,GM19395,cell_line,,,,0.002093792,-0.011535476
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",CLO:0026824 ATAC-seq,.,ATAC-seq,CLO:0026824,GM19438,cell_line,,,,-0.008618355,-0.41229036
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",CLO:0026846 ATAC-seq,.,ATAC-seq,CLO:0026846,GM19452,cell_line,,,,0.012082815,0.3225975
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",CLO:0026863 ATAC-seq,.,ATAC-seq,CLO:0026863,GM19455,cell_line,,,,0.0054955482,0.16011412
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",CLO:0026874 ATAC-seq,.,ATAC-seq,CLO:0026874,GM19463,cell_line,,,,0.004244566,0.046111226
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",CLO:0026877 ATAC-seq,.,ATAC-seq,CLO:0026877,GM19467,cell_line,,,,0.0014877319,-0.046111226
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",CLO:0027429 ATAC-seq,.,ATAC-seq,CLO:0027429,GM19372,cell_line,,,,0.011469364,0.33289418
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",CLO:0027432 ATAC-seq,.,ATAC-seq,CLO:0027432,GM19351,cell_line,,,,0.011842728,0.30177534
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",CLO:0027443 ATAC-seq,.,ATAC-seq,CLO:0027443,GM19324,cell_line,,,,0.010855198,0.36330444
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",CLO:0027445 ATAC-seq,.,ATAC-seq,CLO:0027445,GM19328,cell_line,,,,0.007278681,0.18250792
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",EFO:0001086 ATAC-seq,.,ATAC-seq,EFO:0001086,A549,cell_line,,,,0.019001484,0.494645
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",EFO:0001187 ATAC-seq,.,ATAC-seq,EFO:0001187,HepG2,cell_line,,,,-0.006231785,-0.21573995
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",EFO:0001196 ATAC-seq,.,ATAC-seq,EFO:0001196,IMR-90,cell_line,,,,0.042892933,0.7725826
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",EFO:0001203 ATAC-seq,.,ATAC-seq,EFO:0001203,MCF-7,cell_line,,,,0.07934618,0.8844523
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",EFO:0001221 ATAC-seq,.,ATAC-seq,EFO:0001221,NCI-H929,cell_line,,,,0.029471397,0.61394674
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",EFO:0002067 ATAC-seq,.,ATAC-seq,EFO:0002067,K562,cell_line,,,,-0.0044140816,-0.16011412
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",EFO:0002074 ATAC-seq,.,ATAC-seq,EFO:0002074,PC-3,cell_line,,,,0.16946483,0.9637244
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",EFO:0002713 ATAC-seq,.,ATAC-seq,EFO:0002713,Panc1,cell_line,,,,0.025405884,0.62108356
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",EFO:0002784 ATAC-seq,.,ATAC-seq,EFO:0002784,GM12878,cell_line,,,,0.019479275,0.45900303
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",EFO:0002824 ATAC-seq,.,ATAC-seq,EFO:0002824,HCT116,cell_line,,,,0.03686762,0.77719164
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",EFO:0005332 ATAC-seq,.,ATAC-seq,EFO:0005332,GM18505,cell_line,,,,-0.0076680183,-0.3831612
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",EFO:0007074 ATAC-seq,.,ATAC-seq,EFO:0007074,DND-41,cell_line,,,,0.004030943,0.0691056
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",EFO:0007610 ATAC-seq,.,ATAC-seq,EFO:0007610,RWPE2,cell_line,,,,-0.0061979294,-0.28066123
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",EFO:0007950 ATAC-seq,.,ATAC-seq,EFO:0007950,GM23338,cell_line,,,,-0.08636904,-0.9008302
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",EFO:0009747 ATAC-seq,.,ATAC-seq,EFO:0009747,WTC11,cell_line,,,,-0.067454815,-0.8566166
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",EFO:0010835 ATAC-seq,.,ATAC-seq,EFO:0010835,GM19023,cell_line,,,,0.0061523914,0.16011412
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",EFO:0010836 ATAC-seq,.,ATAC-seq,EFO:0010836,GM19025,cell_line,,,,0.009255886,0.22671121
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",EFO:0010837 ATAC-seq,.,ATAC-seq,EFO:0010837,GM19043,cell_line,,,,-0.00036764145,-0.12621911
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",EFO:0010838 ATAC-seq,.,ATAC-seq,EFO:0010838,GM21515,cell_line,,,,0.00067806244,-0.080576845
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",EFO:0010839 ATAC-seq,.,ATAC-seq,EFO:0010839,GM21737,cell_line,,,,0.00047636032,-0.080576845
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",EFO:0010840 ATAC-seq,.,ATAC-seq,EFO:0010840,GM21786,cell_line,,,,0.010457277,0.25927192
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",EFO:0010841 ATAC-seq,.,ATAC-seq,EFO:0010841,HG02571,cell_line,,,,0.014052868,0.4770201
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",EFO:0010842 ATAC-seq,.,ATAC-seq,EFO:0010842,HG02588,cell_line,,,,0.006873846,0.20471394
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",EFO:0010843 ATAC-seq,.,ATAC-seq,EFO:0010843,HG02610,cell_line,,,,0.0052654743,0.11485085
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",EFO:0010844 ATAC-seq,.,ATAC-seq,EFO:0010844,HG02623,cell_line,,,,0.0036246777,0.034594152
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",EFO:0010846 ATAC-seq,.,ATAC-seq,EFO:0010846,HG02678,cell_line,,,,0.0061473846,0.14885359
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",EFO:0010847 ATAC-seq,.,ATAC-seq,EFO:0010847,HG02759,cell_line,,,,0.0010209084,-0.046111226
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",EFO:0010848 ATAC-seq,.,ATAC-seq,EFO:0010848,HG02763,cell_line,,,,0.007100582,0.20471394
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",EFO:0010850 ATAC-seq,.,ATAC-seq,EFO:0010850,HG02840,cell_line,,,,0.003200531,0.034594152
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",EFO:0010851 ATAC-seq,.,ATAC-seq,EFO:0010851,HG02852,cell_line,,,,-0.010806084,-0.45900303
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",EFO:0010852 ATAC-seq,.,ATAC-seq,EFO:0010852,HG02870,cell_line,,,,-0.0026586056,-0.20471394
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",EFO:0010853 ATAC-seq,.,ATAC-seq,EFO:0010853,HG02884,cell_line,,,,-0.0025143623,-0.19363573
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",EFO:0010855 ATAC-seq,.,ATAC-seq,EFO:0010855,HG02938,cell_line,,,,0.012023687,0.34311208
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",EFO:0010856 ATAC-seq,.,ATAC-seq,EFO:0010856,HG02943,cell_line,,,,0.007139683,0.22671121
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",EFO:0010857 ATAC-seq,.,ATAC-seq,EFO:0010857,HG02970,cell_line,,,,0.0068707466,0.21573995
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",EFO:0010858 ATAC-seq,.,ATAC-seq,EFO:0010858,HG02973,cell_line,,,,0.0067071915,0.17133315
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",EFO:0010859 ATAC-seq,.,ATAC-seq,EFO:0010859,HG02981,cell_line,,,,0.0052933693,0.10345244
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",EFO:0010860 ATAC-seq,.,ATAC-seq,EFO:0010860,HG03025,cell_line,,,,0.0014042854,-0.011535476
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,ATAC,"CenterMaskScorer(requested_output=ATAC, width=501, aggregation_type=DIFF_LOG2_SUM)",EFO:0010861 ATAC-seq,.,ATAC-seq,EFO:0010861,HG03039,cell_line,,,,0.0032839775,0.046111226
